file created! 
fitting BB model: 
{'epoch': 0, 'loss': 1.8315536975860596, 'acc': 0.45890694856643677}
{'epoch': 1, 'loss': 1.053954839706421, 'acc': 0.7201725244522095}
{'epoch': 2, 'loss': 0.7339908480644226, 'acc': 0.7716822624206543}
{'epoch': 3, 'loss': 0.6019582748413086, 'acc': 0.8087601065635681}
{'epoch': 4, 'loss': 0.5280992984771729, 'acc': 0.8289968967437744}
{'epoch': 5, 'loss': 0.48238271474838257, 'acc': 0.8417767882347107}
{'epoch': 6, 'loss': 0.4408278465270996, 'acc': 0.8528129458427429}
{'epoch': 7, 'loss': 0.4162366986274719, 'acc': 0.8592602610588074}
{'epoch': 8, 'loss': 0.39410775899887085, 'acc': 0.8652487397193909}
{'epoch': 9, 'loss': 0.37166082859039307, 'acc': 0.8728432655334473}
{'epoch': 10, 'loss': 0.35491153597831726, 'acc': 0.8756424188613892}
{'epoch': 11, 'loss': 0.3349415957927704, 'acc': 0.8820897340774536}
{'epoch': 12, 'loss': 0.3262726664543152, 'acc': 0.8851872086524963}
{'epoch': 13, 'loss': 0.313211053609848, 'acc': 0.8893171548843384}
{'epoch': 14, 'loss': 0.3017507791519165, 'acc': 0.8913821578025818}
{'epoch': 15, 'loss': 0.29505789279937744, 'acc': 0.894502580165863}
{'epoch': 16, 'loss': 0.2828809916973114, 'acc': 0.8975541591644287}
{'epoch': 17, 'loss': 0.2717013955116272, 'acc': 0.8989996314048767}
{'epoch': 18, 'loss': 0.26680487394332886, 'acc': 0.9026477336883545}
{'epoch': 19, 'loss': 0.26129287481307983, 'acc': 0.9037032127380371}
{'epoch': 20, 'loss': 0.2550908625125885, 'acc': 0.9050798416137695}
{'epoch': 21, 'loss': 0.2465115338563919, 'acc': 0.9078561067581177}
{'epoch': 22, 'loss': 0.24180585145950317, 'acc': 0.9093933701515198}
{'epoch': 23, 'loss': 0.23708514869213104, 'acc': 0.9107929468154907}
{'epoch': 24, 'loss': 0.23084206879138947, 'acc': 0.9116648435592651}
{'epoch': 25, 'loss': 0.22806937992572784, 'acc': 0.9128350019454956}
{'epoch': 26, 'loss': 0.2204083651304245, 'acc': 0.9160471558570862}
{'epoch': 27, 'loss': 0.21732689440250397, 'acc': 0.916551947593689}
{'epoch': 28, 'loss': 0.21421906352043152, 'acc': 0.9168272614479065}
{'epoch': 29, 'loss': 0.20729602873325348, 'acc': 0.9196723699569702}
{'epoch': 30, 'loss': 0.20306186378002167, 'acc': 0.9207736849784851}
{'epoch': 31, 'loss': 0.19971926510334015, 'acc': 0.921920895576477}
{'epoch': 32, 'loss': 0.1993197649717331, 'acc': 0.9227698445320129}
{'epoch': 33, 'loss': 0.19474664330482483, 'acc': 0.9237334728240967}
{'epoch': 34, 'loss': 0.19135615229606628, 'acc': 0.9241235256195068}
{'epoch': 35, 'loss': 0.18972207605838776, 'acc': 0.9246742129325867}
{'epoch': 36, 'loss': 0.18269872665405273, 'acc': 0.9271751046180725}
{'epoch': 37, 'loss': 0.18244938552379608, 'acc': 0.9275192618370056}
{'epoch': 38, 'loss': 0.17956556379795074, 'acc': 0.929836630821228}
{'epoch': 39, 'loss': 0.1766825169324875, 'acc': 0.9277487397193909}
{'epoch': 40, 'loss': 0.17454050481319427, 'acc': 0.9294695258140564}
{'epoch': 41, 'loss': 0.1695755571126938, 'acc': 0.9302955269813538}
{'epoch': 42, 'loss': 0.16860398650169373, 'acc': 0.9309379458427429}
{'epoch': 43, 'loss': 0.1657581478357315, 'acc': 0.9318327903747559}
{'epoch': 44, 'loss': 0.16368821263313293, 'acc': 0.9322457909584045}
{'epoch': 45, 'loss': 0.15916860103607178, 'acc': 0.9339665770530701}
{'epoch': 46, 'loss': 0.15944239497184753, 'acc': 0.933622419834137}
{'epoch': 47, 'loss': 0.15775439143180847, 'acc': 0.9343336820602417}
{'epoch': 48, 'loss': 0.15244968235492706, 'acc': 0.9358479976654053}
{'epoch': 49, 'loss': 0.15278460085391998, 'acc': 0.9356185793876648}
{'epoch': 50, 'loss': 0.150580033659935, 'acc': 0.9371099472045898}
{'epoch': 51, 'loss': 0.14816814661026, 'acc': 0.9379359483718872}
{'epoch': 52, 'loss': 0.1473744511604309, 'acc': 0.9366739988327026}
{'epoch': 53, 'loss': 0.1437346339225769, 'acc': 0.9397714734077454}
{'epoch': 54, 'loss': 0.1393783688545227, 'acc': 0.9400008916854858}
{'epoch': 55, 'loss': 0.13997526466846466, 'acc': 0.9402074217796326}
{'epoch': 56, 'loss': 0.13788814842700958, 'acc': 0.9409186840057373}
{'epoch': 57, 'loss': 0.1347123384475708, 'acc': 0.9410104751586914}
{'epoch': 58, 'loss': 0.1340685933828354, 'acc': 0.9420199990272522}
{'epoch': 59, 'loss': 0.1333009898662567, 'acc': 0.942570686340332}
{'epoch': 60, 'loss': 0.1318909078836441, 'acc': 0.9430524706840515}
{'epoch': 61, 'loss': 0.13265180587768555, 'acc': 0.9413546323776245}
{'epoch': 62, 'loss': 0.1287965476512909, 'acc': 0.94307541847229}
{'epoch': 63, 'loss': 0.12761753797531128, 'acc': 0.9436031579971313}
{'epoch': 64, 'loss': 0.12483528256416321, 'acc': 0.9436949491500854}
{'epoch': 65, 'loss': 0.12524165213108063, 'acc': 0.9432360529899597}
{'epoch': 66, 'loss': 0.12225113064050674, 'acc': 0.9451863169670105}
{'epoch': 67, 'loss': 0.12098685652017593, 'acc': 0.9456222653388977}
{'epoch': 68, 'loss': 0.11804500222206116, 'acc': 0.9470677375793457}
