file created! 
fitting BB model: 
{'epoch': 0, 'loss': 1.791408896446228, 'acc': 0.4252089262008667}
{'epoch': 1, 'loss': 1.0737025737762451, 'acc': 0.6787996292114258}
{'epoch': 2, 'loss': 0.7278469800949097, 'acc': 0.7796387076377869}
{'epoch': 3, 'loss': 0.5773121118545532, 'acc': 0.8205581307411194}
{'epoch': 4, 'loss': 0.49559277296066284, 'acc': 0.8420438170433044}
{'epoch': 5, 'loss': 0.4227617084980011, 'acc': 0.8646971583366394}
{'epoch': 6, 'loss': 0.375431627035141, 'acc': 0.8772582411766052}
{'epoch': 7, 'loss': 0.32423973083496094, 'acc': 0.892338216304779}
{'epoch': 8, 'loss': 0.28662461042404175, 'acc': 0.9052829742431641}
{'epoch': 9, 'loss': 0.25419074296951294, 'acc': 0.9160425066947937}
{'epoch': 10, 'loss': 0.2184327244758606, 'acc': 0.9265517592430115}
{'epoch': 11, 'loss': 0.20131312310695648, 'acc': 0.9323568940162659}
{'epoch': 12, 'loss': 0.1755828857421875, 'acc': 0.9421155452728271}
{'epoch': 13, 'loss': 0.15503685176372528, 'acc': 0.9480040669441223}
{'epoch': 14, 'loss': 0.13989828526973724, 'acc': 0.9539092779159546}
{'epoch': 15, 'loss': 0.1229320764541626, 'acc': 0.9586134552955627}
{'epoch': 16, 'loss': 0.11346212029457092, 'acc': 0.9615827202796936}
{'epoch': 17, 'loss': 0.11047810316085815, 'acc': 0.9633175730705261}
{'epoch': 18, 'loss': 0.09205352514982224, 'acc': 0.9695230722427368}
{'epoch': 19, 'loss': 0.08209726214408875, 'acc': 0.9724757075309753}
{'epoch': 20, 'loss': 0.08442219346761703, 'acc': 0.971591591835022}
{'epoch': 21, 'loss': 0.07368353754281998, 'acc': 0.9750779867172241}
{'epoch': 22, 'loss': 0.06819111853837967, 'acc': 0.9767794609069824}
{'epoch': 23, 'loss': 0.06765562295913696, 'acc': 0.9769462943077087}
{'epoch': 24, 'loss': 0.058954279869794846, 'acc': 0.9792817234992981}
{'epoch': 25, 'loss': 0.0590265691280365, 'acc': 0.979498565196991}
{'epoch': 26, 'loss': 0.058182790875434875, 'acc': 0.9803826808929443}
{'epoch': 27, 'loss': 0.050077490508556366, 'acc': 0.9833186268806458}
{'epoch': 28, 'loss': 0.0511770136654377, 'acc': 0.9828014969825745}
{'epoch': 29, 'loss': 0.045721035450696945, 'acc': 0.9848365783691406}
{'epoch': 30, 'loss': 0.04586786404252052, 'acc': 0.9845196604728699}
{'epoch': 31, 'loss': 0.04528608173131943, 'acc': 0.984653115272522}
{'epoch': 32, 'loss': 0.04202789440751076, 'acc': 0.9859709143638611}
{'epoch': 33, 'loss': 0.03793567791581154, 'acc': 0.9870051741600037}
{'epoch': 34, 'loss': 0.04136037454009056, 'acc': 0.9862878918647766}
{'epoch': 35, 'loss': 0.036936353892087936, 'acc': 0.98717200756073}
{'epoch': 36, 'loss': 0.03288203850388527, 'acc': 0.9888234734535217}
{'epoch': 37, 'loss': 0.03856214880943298, 'acc': 0.9874222278594971}
{'epoch': 38, 'loss': 0.03154269605875015, 'acc': 0.9889902472496033}
{'epoch': 39, 'loss': 0.02973775751888752, 'acc': 0.9896075129508972}
{'epoch': 40, 'loss': 0.038456764072179794, 'acc': 0.9871386289596558}
{'epoch': 41, 'loss': 0.028190435841679573, 'acc': 0.9904582500457764}
{'epoch': 42, 'loss': 0.02794124372303486, 'acc': 0.9905583262443542}
{'epoch': 43, 'loss': 0.030716992914676666, 'acc': 0.9895073771476746}
{'epoch': 44, 'loss': 0.02451767772436142, 'acc': 0.9910921454429626}
{'epoch': 45, 'loss': 0.030583128333091736, 'acc': 0.9901412725448608}
{'epoch': 46, 'loss': 0.02573106810450554, 'acc': 0.9910754561424255}
{'epoch': 47, 'loss': 0.02302391454577446, 'acc': 0.9918928146362305}
{'epoch': 48, 'loss': 0.027122952044010162, 'acc': 0.9909420013427734}
{'epoch': 49, 'loss': 0.0262311901897192, 'acc': 0.991492509841919}
{'epoch': 50, 'loss': 0.021810242906212807, 'acc': 0.9923599362373352}
{'epoch': 51, 'loss': 0.024036886170506477, 'acc': 0.991742730140686}
{'epoch': 52, 'loss': 0.024734191596508026, 'acc': 0.9920429587364197}
{'epoch': 53, 'loss': 0.024982498958706856, 'acc': 0.9912422895431519}
{'epoch': 54, 'loss': 0.021746782585978508, 'acc': 0.9926434755325317}
{'epoch': 55, 'loss': 0.021643439307808876, 'acc': 0.9928269982337952}
{'epoch': 56, 'loss': 0.01866784505546093, 'acc': 0.9937611818313599}
{'epoch': 57, 'loss': 0.022797798737883568, 'acc': 0.9918261170387268}
{'epoch': 58, 'loss': 0.016446150839328766, 'acc': 0.9944450855255127}
{'epoch': 59, 'loss': 0.020475395023822784, 'acc': 0.9930939078330994}
{'epoch': 60, 'loss': 0.020187973976135254, 'acc': 0.9930605292320251}
{'epoch': 61, 'loss': 0.019587183371186256, 'acc': 0.9938111901283264}
{'epoch': 62, 'loss': 0.016003066673874855, 'acc': 0.9948788285255432}
{'epoch': 63, 'loss': 0.02650975063443184, 'acc': 0.9912422895431519}
{'epoch': 64, 'loss': 0.014812224544584751, 'acc': 0.9946452975273132}
{'epoch': 65, 'loss': 0.01685103215277195, 'acc': 0.9943283200263977}
{'epoch': 66, 'loss': 0.01692866161465645, 'acc': 0.9940280318260193}
{'epoch': 67, 'loss': 0.018966030329465866, 'acc': 0.9931772947311401}
{'epoch': 68, 'loss': 0.015198389999568462, 'acc': 0.994845449924469}
{'epoch': 69, 'loss': 0.01693699136376381, 'acc': 0.9944450855255127}
{'epoch': 70, 'loss': 0.01777072437107563, 'acc': 0.9937278032302856}
{'epoch': 71, 'loss': 0.015630321577191353, 'acc': 0.9949288368225098}
{'epoch': 72, 'loss': 0.014960352331399918, 'acc': 0.9950956702232361}
{'epoch': 73, 'loss': 0.01635187305510044, 'acc': 0.9943116307258606}
{'epoch': 74, 'loss': 0.016566943377256393, 'acc': 0.9948287606239319}
{'epoch': 75, 'loss': 0.014053257182240486, 'acc': 0.9949455261230469}
{'epoch': 76, 'loss': 0.017986517399549484, 'acc': 0.9937611818313599}
{'epoch': 77, 'loss': 0.014458367601037025, 'acc': 0.9948120713233948}
{'epoch': 78, 'loss': 0.013690288178622723, 'acc': 0.9954793453216553}
{'epoch': 79, 'loss': 0.014846119098365307, 'acc': 0.9952291250228882}
{'epoch': 80, 'loss': 0.01575515605509281, 'acc': 0.9944784641265869}
{'epoch': 81, 'loss': 0.01763765700161457, 'acc': 0.9942949414253235}
{'epoch': 82, 'loss': 0.013285736553370953, 'acc': 0.9955127239227295}
{'epoch': 83, 'loss': 0.012646226212382317, 'acc': 0.9956461787223816}
{'epoch': 84, 'loss': 0.01556241512298584, 'acc': 0.9948287606239319}
{'epoch': 85, 'loss': 0.013309584930539131, 'acc': 0.9956961870193481}
{'epoch': 86, 'loss': 0.013685752637684345, 'acc': 0.9948120713233948}
{'epoch': 87, 'loss': 0.012907026335597038, 'acc': 0.995679497718811}
{'epoch': 88, 'loss': 0.013742242939770222, 'acc': 0.995312511920929}
