file created! 
fitting BB model: 
{'epoch': 0, 'loss': 1.5522758960723877, 'acc': 0.29591837525367737}
{'epoch': 1, 'loss': 1.469631314277649, 'acc': 0.31039711833000183}
{'epoch': 2, 'loss': 1.42758047580719, 'acc': 0.3436293303966522}
{'epoch': 3, 'loss': 1.411523699760437, 'acc': 0.3546607792377472}
{'epoch': 4, 'loss': 1.360299825668335, 'acc': 0.3781026005744934}
{'epoch': 5, 'loss': 1.333317756652832, 'acc': 0.3969939351081848}
{'epoch': 6, 'loss': 1.3064024448394775, 'acc': 0.4020959734916687}
{'epoch': 7, 'loss': 1.2749782800674438, 'acc': 0.4164368510246277}
{'epoch': 8, 'loss': 1.2291285991668701, 'acc': 0.4542195200920105}
{'epoch': 9, 'loss': 1.1969307661056519, 'acc': 0.46276888251304626}
{'epoch': 10, 'loss': 1.2057008743286133, 'acc': 0.46456149220466614}
{'epoch': 11, 'loss': 1.1608141660690308, 'acc': 0.49434638023376465}
{'epoch': 12, 'loss': 1.151673674583435, 'acc': 0.5034473538398743}
{'epoch': 13, 'loss': 1.0944522619247437, 'acc': 0.5394374132156372}
{'epoch': 14, 'loss': 1.0546164512634277, 'acc': 0.55694979429245}
{'epoch': 15, 'loss': 1.0754390954971313, 'acc': 0.5512961745262146}
{'epoch': 16, 'loss': 1.0303678512573242, 'acc': 0.5667402148246765}
{'epoch': 17, 'loss': 0.998420000076294, 'acc': 0.5871483683586121}
{'epoch': 18, 'loss': 1.0007250308990479, 'acc': 0.5773579478263855}
{'epoch': 19, 'loss': 0.9552510976791382, 'acc': 0.6093491315841675}
{'epoch': 20, 'loss': 0.9851651787757874, 'acc': 0.5958356261253357}
{'epoch': 21, 'loss': 0.9272267818450928, 'acc': 0.6178985238075256}
{'epoch': 22, 'loss': 0.8857000470161438, 'acc': 0.633480429649353}
{'epoch': 23, 'loss': 0.8859634399414062, 'acc': 0.6276888847351074}
{'epoch': 24, 'loss': 0.8572260737419128, 'acc': 0.630860447883606}
{'epoch': 25, 'loss': 0.8731927871704102, 'acc': 0.6361004114151001}
{'epoch': 26, 'loss': 0.8541914820671082, 'acc': 0.6263099908828735}
{'epoch': 27, 'loss': 0.8184149265289307, 'acc': 0.6373414397239685}
{'epoch': 28, 'loss': 0.8096423745155334, 'acc': 0.6398234963417053}
{'epoch': 29, 'loss': 0.7719180583953857, 'acc': 0.6514065265655518}
{'epoch': 30, 'loss': 0.751510739326477, 'acc': 0.6556811928749084}
{'epoch': 31, 'loss': 0.7554012537002563, 'acc': 0.6523717641830444}
{'epoch': 32, 'loss': 0.7513169050216675, 'acc': 0.6504412293434143}
{'epoch': 33, 'loss': 0.72371506690979, 'acc': 0.6576116681098938}
{'epoch': 34, 'loss': 0.7466570138931274, 'acc': 0.65444016456604}
{'epoch': 35, 'loss': 0.7045087814331055, 'acc': 0.6704357266426086}
{'epoch': 36, 'loss': 0.6901379227638245, 'acc': 0.6723662614822388}
{'epoch': 37, 'loss': 0.6667712330818176, 'acc': 0.686017632484436}
{'epoch': 38, 'loss': 0.6794640421867371, 'acc': 0.676089346408844}
{'epoch': 39, 'loss': 0.6775016188621521, 'acc': 0.6809155941009521}
{'epoch': 40, 'loss': 0.6588228940963745, 'acc': 0.6865692138671875}
{'epoch': 41, 'loss': 0.6364094614982605, 'acc': 0.6956701874732971}
{'epoch': 42, 'loss': 0.7122985124588013, 'acc': 0.6762272715568542}
{'epoch': 43, 'loss': 0.6503837704658508, 'acc': 0.6908438801765442}
{'epoch': 44, 'loss': 0.6325013637542725, 'acc': 0.6940154433250427}
{'epoch': 45, 'loss': 0.6001874208450317, 'acc': 0.704771101474762}
{'epoch': 46, 'loss': 0.6170095205307007, 'acc': 0.6999448537826538}
{'epoch': 47, 'loss': 0.5879071950912476, 'acc': 0.7111141681671143}
{'epoch': 48, 'loss': 0.6023407578468323, 'acc': 0.7135962247848511}
{'epoch': 49, 'loss': 0.5866726040840149, 'acc': 0.7042195200920105}
finished fitting BB model: 
model saved to:/models/CNN/redd_42 
