file created! 
starting refit training on model ukdale seed 12
{'epoch': 0, 'loss': 2.22005033493042, 'acc': 0.2912713885307312}
{'epoch': 1, 'loss': 1.9252384901046753, 'acc': 0.2665957510471344}
{'epoch': 2, 'loss': 1.7965294122695923, 'acc': 0.4550952911376953}
{'epoch': 3, 'loss': 1.7062556743621826, 'acc': 0.4682927429676056}
{'epoch': 4, 'loss': 1.6523768901824951, 'acc': 0.4763695299625397}
{'epoch': 5, 'loss': 1.5971530675888062, 'acc': 0.4953802824020386}
{'epoch': 6, 'loss': 1.5675246715545654, 'acc': 0.5013543963432312}
{'epoch': 7, 'loss': 1.5717220306396484, 'acc': 0.49978354573249817}
{'epoch': 8, 'loss': 1.5397989749908447, 'acc': 0.49484843015670776}
{'epoch': 9, 'loss': 1.5443170070648193, 'acc': 0.5073037147521973}
{'epoch': 10, 'loss': 1.5064979791641235, 'acc': 0.5021583437919617}
{'epoch': 11, 'loss': 1.475375771522522, 'acc': 0.5126346349716187}
{'epoch': 12, 'loss': 1.468499779701233, 'acc': 0.5204393267631531}
{'epoch': 13, 'loss': 1.4533854722976685, 'acc': 0.518917977809906}
{'epoch': 14, 'loss': 1.4437510967254639, 'acc': 0.5186829566955566}
{'epoch': 15, 'loss': 1.4195630550384521, 'acc': 0.525943398475647}
{'epoch': 16, 'loss': 1.409512996673584, 'acc': 0.5276874303817749}
{'epoch': 17, 'loss': 1.406607747077942, 'acc': 0.5256094932556152}
{'epoch': 18, 'loss': 1.405961036682129, 'acc': 0.5316948890686035}
{'epoch': 19, 'loss': 1.3782885074615479, 'acc': 0.5392398238182068}
{'epoch': 20, 'loss': 1.378725290298462, 'acc': 0.5360115766525269}
{'epoch': 21, 'loss': 1.3692001104354858, 'acc': 0.5381266474723816}
{'epoch': 22, 'loss': 1.3495042324066162, 'acc': 0.5375453233718872}
{'epoch': 23, 'loss': 1.3531126976013184, 'acc': 0.5473536849021912}
{'epoch': 24, 'loss': 1.3529177904129028, 'acc': 0.5463889241218567}
{'epoch': 25, 'loss': 1.3535569906234741, 'acc': 0.5497037768363953}
{'epoch': 26, 'loss': 1.3198693990707397, 'acc': 0.5542430877685547}
{'epoch': 27, 'loss': 1.3555928468704224, 'acc': 0.5465373992919922}
{'epoch': 28, 'loss': 1.3072922229766846, 'acc': 0.5567663311958313}
{'epoch': 29, 'loss': 1.3100067377090454, 'acc': 0.5633835792541504}
{'epoch': 30, 'loss': 1.2957634925842285, 'acc': 0.568504273891449}
{'epoch': 31, 'loss': 1.2879648208618164, 'acc': 0.5741691589355469}
{'epoch': 32, 'loss': 1.2731775045394897, 'acc': 0.5725982785224915}
{'epoch': 33, 'loss': 1.2640234231948853, 'acc': 0.5794629454612732}
{'epoch': 34, 'loss': 1.2216148376464844, 'acc': 0.6020235419273376}
{'epoch': 35, 'loss': 1.205165982246399, 'acc': 0.6144788265228271}
{'epoch': 36, 'loss': 1.1692931652069092, 'acc': 0.6201313734054565}
{'epoch': 37, 'loss': 1.1463981866836548, 'acc': 0.6324877142906189}
{'epoch': 38, 'loss': 1.1340495347976685, 'acc': 0.6391792297363281}
{'epoch': 39, 'loss': 1.0988352298736572, 'acc': 0.6442132592201233}
{'epoch': 40, 'loss': 1.1014525890350342, 'acc': 0.6428651213645935}
{'epoch': 41, 'loss': 1.093706488609314, 'acc': 0.6417642831802368}
{'epoch': 42, 'loss': 1.0807610750198364, 'acc': 0.644336998462677}
{'epoch': 43, 'loss': 1.063314437866211, 'acc': 0.6517581939697266}
{'epoch': 44, 'loss': 1.077071189880371, 'acc': 0.6507934331893921}
{'epoch': 45, 'loss': 1.0583008527755737, 'acc': 0.6538237929344177}
{'epoch': 46, 'loss': 1.0441474914550781, 'acc': 0.6548751592636108}
{'epoch': 47, 'loss': 1.0381020307540894, 'acc': 0.6549988389015198}
{'epoch': 48, 'loss': 1.0425227880477905, 'acc': 0.6560872793197632}
{'epoch': 49, 'loss': 1.0348024368286133, 'acc': 0.657633364200592}
finished refit training on model ukdale seed 12
