file created! 
starting refit training on model eco seed 82
{'epoch': 0, 'loss': 1.2342251539230347, 'acc': 0.5292611718177795}
{'epoch': 1, 'loss': 1.0002410411834717, 'acc': 0.5796888470649719}
{'epoch': 2, 'loss': 0.9553645253181458, 'acc': 0.5916011333465576}
{'epoch': 3, 'loss': 0.9208760261535645, 'acc': 0.6066157817840576}
{'epoch': 4, 'loss': 0.8995431661605835, 'acc': 0.6106216907501221}
{'epoch': 5, 'loss': 0.8842793703079224, 'acc': 0.6155838966369629}
{'epoch': 6, 'loss': 0.8747578263282776, 'acc': 0.6223005056381226}
{'epoch': 7, 'loss': 0.8550550937652588, 'acc': 0.6294539570808411}
{'epoch': 8, 'loss': 0.8550523519515991, 'acc': 0.6273606419563293}
{'epoch': 9, 'loss': 0.8521701097488403, 'acc': 0.6305232048034668}
{'epoch': 10, 'loss': 0.8392453193664551, 'acc': 0.6364341378211975}
{'epoch': 11, 'loss': 0.8297939300537109, 'acc': 0.639054536819458}
{'epoch': 12, 'loss': 0.8220104575157166, 'acc': 0.6402518153190613}
{'epoch': 13, 'loss': 0.8219196796417236, 'acc': 0.63776695728302}
{'epoch': 14, 'loss': 0.8117731213569641, 'acc': 0.6403948664665222}
{'epoch': 15, 'loss': 0.8096760511398315, 'acc': 0.6448149085044861}
{'epoch': 16, 'loss': 0.7962924242019653, 'acc': 0.643271267414093}
{'epoch': 17, 'loss': 0.8071799874305725, 'acc': 0.6449504494667053}
{'epoch': 18, 'loss': 0.7952139377593994, 'acc': 0.6480527520179749}
{'epoch': 19, 'loss': 0.8052147030830383, 'acc': 0.6473751068115234}
{'epoch': 20, 'loss': 0.7971964478492737, 'acc': 0.6477741599082947}
{'epoch': 21, 'loss': 0.8030100464820862, 'acc': 0.648429274559021}
{'epoch': 22, 'loss': 0.7941073179244995, 'acc': 0.6492274403572083}
{'epoch': 23, 'loss': 0.7791427969932556, 'acc': 0.6505150198936462}
{'epoch': 24, 'loss': 0.7989628314971924, 'acc': 0.6483840942382812}
{'epoch': 25, 'loss': 0.7775257229804993, 'acc': 0.6515541672706604}
{'epoch': 26, 'loss': 0.788610577583313, 'acc': 0.6536625623703003}
{'epoch': 27, 'loss': 0.7773211002349854, 'acc': 0.6517725586891174}
{'epoch': 28, 'loss': 0.790224552154541, 'acc': 0.6539110541343689}
{'epoch': 29, 'loss': 0.7764937877655029, 'acc': 0.6512529850006104}
{'epoch': 30, 'loss': 0.7727571129798889, 'acc': 0.6591367721557617}
{'epoch': 31, 'loss': 0.7814347743988037, 'acc': 0.6547619104385376}
{'epoch': 32, 'loss': 0.766787052154541, 'acc': 0.6532107591629028}
{'epoch': 33, 'loss': 0.7766751050949097, 'acc': 0.6581729650497437}
{'epoch': 34, 'loss': 0.7797890305519104, 'acc': 0.6538808941841125}
{'epoch': 35, 'loss': 0.770700216293335, 'acc': 0.6584515571594238}
{'epoch': 36, 'loss': 0.7671307325363159, 'acc': 0.6549727320671082}
{'epoch': 37, 'loss': 0.7723178863525391, 'acc': 0.6593475937843323}
{'epoch': 38, 'loss': 0.7625313401222229, 'acc': 0.6581578850746155}
{'epoch': 39, 'loss': 0.767288327217102, 'acc': 0.6599048376083374}
{'epoch': 40, 'loss': 0.7597233653068542, 'acc': 0.6596563458442688}
{'epoch': 41, 'loss': 0.7619038820266724, 'acc': 0.6604244112968445}
{'epoch': 42, 'loss': 0.7704534530639648, 'acc': 0.6587226390838623}
{'epoch': 43, 'loss': 0.7665466666221619, 'acc': 0.6580148339271545}
{'epoch': 44, 'loss': 0.7587980031967163, 'acc': 0.6573898196220398}
{'epoch': 45, 'loss': 0.7577757835388184, 'acc': 0.6606427431106567}
{'epoch': 46, 'loss': 0.7583749294281006, 'acc': 0.6590163111686707}
{'epoch': 47, 'loss': 0.7636588215827942, 'acc': 0.6582105755805969}
{'epoch': 48, 'loss': 0.7612610459327698, 'acc': 0.660996675491333}
{'epoch': 49, 'loss': 0.7613547444343567, 'acc': 0.6605824828147888}
finished refit training on model eco seed 82
